-1.784364900641829434e-15,-0.000000000000000000e+00,-8.526300350906383489e-16,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.301515569004528441e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-4.000283294091272262e-16,1.472538403197868120e-15,-0.000000000000000000e+00,1.329627745490951415e-15,1.944808160975064894e-16,-4.426301955984170838e-16,-1.026720293223341070e-15,1.822827184468989517e-15,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-1.827602120950898822e-15,9.943185301337855060e-16,5.388659497798328236e-17,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.406495561937805543e-15,-1.836838803482470153e-15,0.000000000000000000e+00,-0.000000000000000000e+00,-7.773521524253397454e-16,0.000000000000000000e+00,-7.361714222330853919e-16,-2.081790196856132336e-16,0.000000000000000000e+00,-1.509643528485290001e-15,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.142436746400421650e-15,0.000000000000000000e+00,2.034286418652183834e-15,2.298611573111920001e-16,4.614904958997773522e-16,-2.115060459884199177e-16,-6.269426590968215154e-16,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-5.332427627408075407e-16,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,5.524484407264107499e-16,-5.621223510774429107e-16,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.238435013719250966e-15,7.318859119760114627e-16,-6.816980451808916930e-16,-2.271085914001911427e-15,-0.000000000000000000e+00,-1.325418709735869238e-17,0.000000000000000000e+00,-1.442286833244917597e-15,-0.000000000000000000e+00,0.000000000000000000e+00,-5.896332929899929416e-16,1.985895638133782469e-15,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,4.146457622683518991e-16,1.774139730660812334e-15,0.000000000000000000e+00,-0.000000000000000000e+00,-9.927084263801734879e-16,1.389799166118883995e-15,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-9.497127163401899823e-16,5.689075085014234836e-16,0.000000000000000000e+00,-3.277295410286608021e-16,0.000000000000000000e+00,-9.732295273295215633e-16,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.542084576355268209e-16,-1.298594814113938401e-16,0.000000000000000000e+00,1.522183851269389918e-16,0.000000000000000000e+00,0.000000000000000000e+00,1.720972293124827554e-16,4.431211835402489594e-16,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,5.275394252091483195e-16,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.207434878399164455e-16,1.066413024755286034e-16,-2.896631326077787969e-17,4.384578701189200105e-17,-0.000000000000000000e+00,-5.774107134402317945e-17,0.000000000000000000e+00,3.296184245010378919e-16,0.000000000000000000e+00,3.851929443846621812e-16,0.000000000000000000e+00,-1.345854885057094080e-16,-4.103349998415379511e-16,1.597586856582865742e-17,-2.142351199700242691e-16,0.000000000000000000e+00,0.000000000000000000e+00,-3.409851301971577719e-16,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.402422459702230532e-17,-0.000000000000000000e+00,-3.499636264984941521e-16,0.000000000000000000e+00,-0.000000000000000000e+00
1.882583400134089880e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.110223024625156540e-16
